									事业部-SoldItem周报																						
1463383894	203413974	N	2014/8/22	2014 Cheap Beach Wedding Dresses Sexy V Neck Lace Backless Chiffon Modern Fashion A-Line Bridal Gowns vestido de noiva CPS072	0	0	1	Y	ff8080811fa7e5fd011fb0bb3fd96cf7	officesupply	N	N	ff80808147e819c10147f9e424041d15	Camicutz	Y		End Consumer	Others	RO	002	002001	002001001	002001001	A-Line Wedding Dresses		69.43	1	1	69.43	69.43	69.43	
1463384012	200332348	Y	2014/8/22	Grace Karin Stock Sexy Strapless Sequins Full Length Ball Gown Evening Prom Party Dresses 5 Colors 8 Size US 2~16 CL4409	0	0	1	Y	ff8080813dc3929d013dcec65837608c	yafeechina	N	N	ff80808143ce0af20144280e17227641	mountchatles	N	seo|||organic|google||www	End Consumer	Others	IE	002	002009	002009002	002009002	Prom Dresses		64.98	1	1	64.98	64.98	64.98	
1463384201	97333297	N	2014/8/22	2013 New Sexy V-neck Ruffles Organza Beaded A-line Wedding Dresses BO000105	0	0	1	N	ff8080811f5fddde011f6418cfbd0f97	allanhu	N	N	ff80808142c234c60142c77fc9d15adb	Asante25	N	bm|00 DHgate e PS AW|25396030152|paid_search|adwords|www dhgate com|00 DHgate PS AW|HC|m|Exact||m.dhgate.com	4	Others	IT	002	002001	002001001	002001001	A-Line Wedding Dresses		196.29	1	1	135.78	135.78	196.29	
1463384366	181898812	N	2014/8/22	New Arrival 2014 New Sexy Luxurious Crystal Beaded...	0	0	1	Y	ff808081316548ce01316939a8b021c0	elegantdresses	N	N	ff80808147e8b0c10147ea1ae4d519c7	Mariamddd	Y	bm|00 DHgate e PS AW|25396030152|paid_search|adwords|dhgate|00 DHgate PS AW|HC|m|Exact||m.dhgate.com	4	Others	US	002	002009	002009002	002009002	Prom Dresses	bm%7C00%20DHgate%20e%20PS%20AW%7C25396030152%7Cpaid_search%7Cadwords%7Cdhgate%7C00%20DHgate%20PS%20AW%7CHC%7Cm%7CExact%7C|m.dhgate.com	141.41	1	1	141.41	141.41	141.41	
1463384424	200987661	Y	2014/8/22	Wholesale - Gorgeous cute rose long 2014 Autumn ne...	0	0	1	Y	ff8080813bdf3463013bef978d6a6410	bridalmall002	N	N	ff8080814767df9a014769d0075f273f	Fatma77	N	seo|||organic|google|https|www	End Consumer	Others	US	002	002114	002114001	002114001	Flower Girls' Dresses	bm%7C00%20DHgate%20e%20PS%20AW%7C25396030152%7Cpaid_search%7Cadwords%7Cdhgate%7C00%20DHgate%20PS%20AW%7CHC%7Cm%7CExact%7C|m.dhgate.com	89.78	1	1	89.78	89.78	89.78	
1463384572	199374599	N	2014/8/22	Classic White Birdcage Face Short Veil Wedding Bri...	0	0	1	Y	ff80808146a2ceb101470fa884df0d73	top_cathay	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002008	002008002	002008002	Bridal Veils		5.71	1	1	5.71	5.71	5.71	
1463384573	196619371	Y	2014/8/22	2014 New Arrival Bridal Gloves About 29cm Luxury L...	0	0	0	Y	ff80808146a2cd430146b80fd3d2207a	lovedress003	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002008	002008001	002008001	Bridal Gloves		2	1	1	2	2	2	
1463384574	175706178	Y	2014/8/22	Single Layer Wedding Veils Bridal Veils	0	0	1	Y	ff8080814221bcf0014254a2890c374c	gracedressonline	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002008	002008002	002008002	Bridal Veils		2.81	1	1	2.81	2.81	2.81	
1463384575	177107920	Y	2014/8/22	Latest Hot Selling Sexy Charming Short Sleeve Lace...	0	0	0	Y	ff80808142554e1401426f09bb111121	truelovedress	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002008	002008006	002008006	Bridal Wraps & Jackets		3.24	1	1	3.24	3.24	3.24	
1463384576	202328882	N	2014/8/22	2014 in Stock Cheap White A-Line Petticoats for We...	0	0	1	Y	ff80808147102daf014756c302fc60e1	find_my_dress	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002008	002008004	002008004	Petticoats		6.25	1	1	6.25	6.25	6.25	
1463384577	176533333	N	2014/8/22	Free Shipping Top Sale High Quality One Layer Bead...	0	0	1	Y	ff8080813c559127013c5d2b46cb255b	click_me	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002008	002008002	002008002	Bridal Veils		4.41	1	1	4.41	4.41	4.41	
1463384578	203034688	Y	2014/8/22	Fast Delivery! Grace Karin 1pc/lot White and Ivory...	0	0	0	Y	ff80808147102bb80147204c0b89184d	milunoo	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses		45.99	1	1	45.99	45.99	45.99	
1463384579	201158559	Y	2014/8/22	2014 luxury rhinestone princess tube top bandage w...	一键达	0	0	Y	ff80808143afbe2301442a7b507c3ea2	willa1988	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002001	002001001	002001001	A-Line Wedding Dresses		112.5	1	2	112.5	112.5	112.5	
1463384580	193235151	N	2014/8/22	1 layer New White or Ivory Bridal Bridesmaid Weddi...	0	0	1	Y	ff8080813e0d3b00013e10799fb3144f	jianchi7799	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002008	002008002	002008002	Bridal Veils		1.71	1	1	1.71	1.71	1.71	
1463384581	190907987	Y	2014/8/22	GOOD price and quality ! mermaid petticoat 2 hoops...	0	0	0	Y	ff8080813ef43a46013f0e09f9fe2649	shangpindanni	N	N	ff80808143cdd67c0144497e7ef85422	sumyca	Y	seo|||organic|google|https|www	4	Others	US	002	002008	002008004	002008004	Petticoats		6.82	1	1	6.82	6.82	6.82	
1463384752	183832436	N	2014/8/24	2014 new design hot sale lace rew bow beads mother...	0	0	1	N	ff80808142554ea20142df8c38653d73	alberta_dress	N	N	ff80808147f315530147f918d8736dd6	sandraberumen	Y	seo|||organic|google|cocktail dresses half sleeve|m.dhgate.com	4	Others	US	002	002003	002003	002003	Mother of the Bride Dresses	seo|||organic|google|cocktail+dresses+half+sleeve|m.dhgate.com	106.31	1	1	74.38	74.38	106.31	
1463384854	188654795	N	2014/8/22	Sexy White Cheap Backless Sheath Beach Wedding Dre...	0	0	1	Y	ff8080813856453e013865a1bdc644a7	love_bridal	N	N	ff8080814767df9a014768a13a5a0eb5	novelee	N	seo|||brand|bing|dhgate wedding dresses	End Consumer	Others	CA	002	002001	002001003	002001003	Sheath Wedding Dresses	seo|||organic|google||m.dhgate.com	120	1	1	120	120	120	
1463384925	188654795	N	2014/8/22	Sexy White Cheap Backless Sheath Beach Wedding Dre...	0	0	1	Y	ff8080813856453e013865a1bdc644a7	love_bridal	N	N	ff8080814767df9a014768a13a5a0eb5	novelee	N	seo|||brand|bing|dhgate wedding dresses	End Consumer	Others	CA	002	002001	002001003	002001003	Sheath Wedding Dresses	seo|||organic|google||m.dhgate.com	120	1	1	120	120	120	
1463385085	138221439	N	2014/8/22	Stock Free Shipping A-line Ball Gown Mermaid train...	0	0	1	Y	ff8080812fb58b50012fb5b3dda5018f	yoyobridal	N	N	ff8080812992a26d0129995d689472a4	OUABride	N	bm|00 Factory PS AW p|3713720428|paid_search|adwords|china factory_P||WLY	Reseller	Others	US	002	002008	002008004	002008004	Petticoats	seo|||organic|yahoo|yoyobridal|www	47.74	2	2	47.74	47.74	47.74	
1463385152	180315206	N	2014/8/22	New Free Shipping 2014 Backless Wedding Dresses Sc...	0	0	1	Y	ff8080814159f17101419b44ad04392d	alinabridal	N	N	ff80808147f315860147fa3b4cea00a1	Ramnick1	Y		4	Others	UK	002	002001	002001004	002001004	Mermaid Wedding Dresses		181.82	1	1	181.82	181.82	181.82	
1463385154	173553392	N	2014/8/22	Anna Campbell Lace Wedding Dresses 2013 Sheer Top ...	0	0	1	Y	ff8080812766c79f012769f9950072ad	garmentfactory	N	N	ff80808147f315530147fa3b4386044b	nesac	Y	seo|||organic|google|https|www	4	Others	US	002	002001	002001005	002001005	Empire Wedding Dresses	seo|||organic|google|https|www	199.99	1	1	199.99	199.99	199.99	
1463385301	190893344	N	2014/8/22	2014 Modest Custom-Lace Elegant Sheath Beading Strapless Mother Of Bride Dresses With Long Sleeve Jacket Knee Length Mother Of Groom Dresses	0	0	1	Y	ff8080813d6d45e0013d7800597f6e57	missesdressy	N	N	ff8080813e4f072a013e795c324e086d	fabianbrittoncouture	N		Purchase for company	铜牌	ZA	002	002003	002003	002003	Mother of the Bride Dresses		119.01	1	1	119.01	119.01	119.01	
1463385401	175209991	N	2014/8/22	2014 cheap new one shoulder short mini chiffon weddig bridesmaids party Cocktail dresses 6 size 12 color 1	0	0	0	N	ff8080814162ca510141968216a027f9	humaidou	N	N	ff8080814710e92801475f70c8f61512	JayceeC	Y	seo|||organic|google|https|www	4	Others	UK	002	002009	002009004	002009004	Cocktail Dresses		365.76	18	18	267.48	267.48	365.76	
1463385428	187353689	N	2014/8/22	Hot Item-144pcs /Lot Ivory Non-Woven Fabric Rose Flower Petals For Wedding Party Decor Wedding Artificial Bouquets-Free Shipping	0	0	0	Y	ff80808144aacb750144b164aab10ac7	weddingfavorstore	N	N	ff80808144b11c100144bc6ab4d354a4	elizasamy	N	seo|||brand|bing|dhgate|www	End Consumer	Others	CH	002	002010	002010011	002010011	Flowers,Petals & Garlands	nonvip|all|Red Envelope|edm|lp|20140731|banner|big1	22.7	10	1440	22.7	22.7	22.7	
1463385604	154135271	Y	2014/8/22	Princess Shoulder Strap Actual Image Ball Gown Tulle Beads Sexy Wedding Dress Bridal Gown	0	0	1	Y	ff80808132a53fb10132a962f27e2d69	idobridaldress	N	N	ff80808147e819bf0147f9f63ca91644	Nederland	Y	seo|||organic|google|https|www	End Consumer	Others	US	002	002001	002001002	002001002	Ball Gown Wedding Dresses	seo|||organic|google|https|www	176.14	1	1	176.14	176.14	176.14	
1463385691	200348351	N	2014/8/22	2014 Fall Mermaid Wedding Dresses V Neck Cap Sleeves Covered Button Sheer Lace Appliques Court Train Tulle Church Wedding Gowns AS1285	0	0	1	Y	ff8080811f457b8c011f56709bc04543	babyonline	N	N	ff80808147e819d40147f9f861db1550	nguyentracy51	Y	bm|002002000000 Wedding Dress Generic PS MAC|4671047598|paid_search|adcenter|wedding gowns|002002000000 Wedding Dress PS MAC|bing||002002000000||www	End Consumer	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses	bm|002002000000 Wedding Dress Generic PS MAC|4671047598|paid_search|adcenter|wedding gowns|002002000000 Wedding Dress PS MAC|bing||002002000000||www	170.57	1	1	170.57	170.57	170.57	
1463385805	174475263	N	2014/8/22	Custom Made Royal Blue Scoop Neckline Long Sleeve Zuhair Murad Formal Evening Dresses With Sequins Crystle Hot Party Prom Dress Gowns	0	0	1	Y	ff8080814159f18101416eaa11ee1842	davidbridal	N	N	ff80808147e885700147f9fba980122d	princesse.lilou	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	FR	002	002009	002009001	002009001	Evening Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	113.05	1	1	113.05	113.05	113.05	
1463385806	190166057	N	2014/8/22	2014 Lovely Pink Bridal Flower Girl Dress Cascading Crew Ruffles Sleeveless Tulle Lace Top Little Girls Cheap Pageant Dresses BO5245	0	0	1	N	ff80808141c025710141fd0ff99e5175	iubride	N	N	ff80808147e885700147f9fba980122d	princesse.lilou	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	FR	002	002114	002114001	002114001	Flower Girls' Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	169.12	1	1	129.94	129.94	169.12	
1463385807	182008848	N	2014/8/22	Elie Saab Sheer 2014 Backless Evening Dresses Beads A Line Sheath Bateau Neck Long Sleeves Floor Length Chiffon Formal Celebrity Prom Gowns	0	0	1	N	ff8080813d1f856d013d2056f8b50ac5	kissbridal001	N	N	ff80808147e885700147f9fba980122d	princesse.lilou	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	FR	002	002009	002009001	002009001	Evening Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	167.98	1	1	130.66	130.66	167.98	
1463385895	185651097	N	2014/8/22	LM 2014 Custom Made! Flowing Elegent Formal Noble Scoop Half Sleeves Lace Chiffon Tea Length A-line Plus Size Mother Of Bride Dress	0	0	1	Y	ff80808142554e140142f9df5cf869c9	ontiming	N	N	ff80808147e819bf0147f9fe0527173c	tdhilyard	Y	bm|aff|cj|7149033|www	End Consumer	Others	US	002	002003	002003	002003	Mother of the Bride Dresses	bm|aff|cj|7149033|www	127.55	1	1	127.55	127.55	127.55	
1463385905	202657452	Y	2014/8/22	Corset Sexy White Mermaid Wedding Dresses Sweetheart Floor Length Strapless Tulle Applique Beaded Lace Up Beach Bridal Gowns Hot Sale GM732	0	0	1	N	ff80808146a2ceb10146d0ab33563bf3	topdress2015	N	N	ff8080814710c0980147175b1bdc1031	totitorres	N		End Consumer	Others	CL	002	002001	002001004	002001004	Mermaid Wedding Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	216.91	1	1	179	179	216.91	
1463386099	176686322	N	2014/8/22	In Stock Modern Prom Dresses Sweetheart Capped Sleeves Sequins Crystal Beading Column Chiffon Zipper Stunning Floor-length Formal Gowns L49	0	0	1	N	ff8080814221a31e01424b1808172d5f	idolto	N	N	ff80808146dd3d430146fd7aec8c5b0f	Rosmery1975	N	bm|00 DHgate e PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	NL	002	002009	002009002	002009002	Prom Dresses	seo|||organic|google|https|www	148.55	1	1	79	79	148.55	
1463386128	179809441	N	2014/8/22	4PCS/Lot Y Line Women's Garter Straps Double Duckbill Clip Buckle Wedding Garters Set	0	0	0	Y	ff8080812c9c5969012cb14843663e5a	musebingdie	N	N	ff8080813a1126c8013a486b392d04ae	khertis	N	seo|||organic|google|350mAh EGO-CE4S Metal Box 	Reseller	Others	FR	002	002008	002008005	002008005	Bridal Garters		13.8	1	4	13.8	13.8	13.8	
1463386183	194346736	Y	2014/8/22	Sexy Black Evening Dresses 2014 Galia Lahav Backless Spaghetti straps Long Mermaid Prom Party Dress Gowns 2014 Appliques Cheap For Women	0	0	1	N	ff80808145ee814f0145fddc24f21917	prettycolor	N	N	ff80808147e819c10147fa04ba5c204c	zolee29	Y	seo|||organic|google||www	End Consumer	Others	RO	002	002009	002009001	002009001	Evening Dresses	seo|||organic|google||www	127.13	1	1	101.25	101.25	127.13	
1463386274	168996835	N	2014/8/22	ZJ0009 strapless flowers ruffles chiffon 2014 new arrival long formal dresses fashion party bridesmaid dress	0	0	0	Y	ff8080813d7c8612013d82cc004e5f43	prettygirl1984	N	N	ff80808147a155380147bd02e23e5b68	JuJu687	N		End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress		49.99	1	1	49.99	49.99	49.99	
1463386276	127816905	Y	2014/8/22	Custom Made Strapless A-line Ankle Length Satin Covered button Bowknot Bridesmaid Dresses 84	0	0	1	Y	ff80808133202e3e013343e9120658f6	unique_wedding2	N	N	ff80808144b11c100144f20363fc5883	butterfly4	N	seo|||organic|google||www	End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	seo|||organic|google||www	79.78	1	1	79.78	79.78	79.78	
1463386554	193042378	N	2014/8/22	2014 Hot Sales Bridesmaid Dresses Criss Cross Sweetheart Backless A-Line Floor-Length Chiffon Formal Gowns	0	0	1	Y	ff8080812969b39f01296a6cb715353d	longgxlong	N	N	ff80808147e819d20147fa0d4d671a15	mc16881	Y		End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress		74.49	1	1	74.49	74.49	74.49	
1463386749	167107748	N	2014/8/22	Wholesale - Sexy Boat Neck 2013-2014 New Ivory A-line Lace Bodice Chiffon Taffeta Tea Length Wedding Dress With Short Sleeves Colorful Handm	0	0	1	Y	ff8080813b02edd5013b1bcf24b57d5a	mirabellewedding	N	N	ff80808147e818cc0147fa111b3c23a1	celtgirlem	Y	seo|||organic|google|https|www	End Consumer	Others	US	002	002001	002001006	002001006	Other Wedding Dresses	seo|||organic|google|https|www	152.73	1	1	152.73	152.73	152.73	
1463386751	172602428	N	2014/8/22	2014 White Flower Girls' Dresses Taffeta Ruffled Purple Sash A-Line Formal Dresses Girls' Pageant Gowns Junior Bridesmaid Dresses Cheap Cute	0	0	1	Y	ff8080812eb8a311012ebd3401d041eb	sweet-life	N	N	ff8080814795f41f014797e1eeb051e3	sestrela	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	US	002	002114	002114001	002114001	Flower Girls' Dresses	bm|002014001 Flower Girls' Dresses||remarketing|Criteo||179978216|DC|||www	57	1	1	57	57	57	
1463386938	195701009	Y	2014/8/22	SSJ 2014 Nina Canacci Nude Chiffon Long Prom Dresses Open Back Evening Gown A-Line Sweetheart Beaded Sequins Pleated Pageant Formal Dress	0	0	1	N	ff8080812f2de36a012f436d1a540198	magicdress2011	N	N	ff80808147e886830147fa1624dd0cda	Laku123	Y	seo|||brand|google|dhgate	End Consumer	Others	FI	002	002009	002009002	002009002	Prom Dresses	seo|||brand|google|dhgate	140.21	1	1	127.28	127.28	140.21	
1463386947	194509592	N	2014/8/22	Wedding Fans Wooden Fans Handmade 8'' Chinese Solid Color Sandalwood Ladies Hand Fans Advertising and Promotional Gifts Bridal Accessories	0	0	1	Y	ff808081314719e101314c3041773183	zjrh2010	N	N	ff80808147e886960147fa1695110d67	cora4600	Y	seo|||organic|google|https|www	End Consumer	Others	US	002	002008	002008010	002008010	Fans & Parasols	seo|||organic|google|https|www	62.5	1	50	62.5	62.5	62.5	
1463387027	200878193	Y	2014/8/22	2014 bridesmaid dresses cheap yellow Royal blue purple dress strap knee length high waist chiffon party dresses 11 color 7 size	0	0	1	N	ff8080813e8312fb013e842f3571105e	cawsky	N	N	4028804b0f720268010f72c9f60114cf	dassylva	N			铜牌	CA	002	002113	002113002	002113002	Bridesmaid Dress	bm|00 ATC Not RC 5 SP R AW|46256522265|remarketing|adwords|4278aa588c8673bb.anonymous.google|00 ATC Not RC SP R AW|PXY||00|	26.3	1	1	18.35	18.35	26.3	
1463387028	198247654	Y	2014/8/22	Short One Shoulder Bridesmaid dresses Knee-Length blue pink white yellow green Quinceanera Homecoming Prom Party Show Wedding	一键达	0	0	Y	ff80808143574dd40143759c2ec61e01	jocelyn1205	N	N	4028804b0f720268010f72c9f60114cf	dassylva	N			铜牌	CA	002	002113	002113001	002113001	Junior Bridesmaid Dresses	bm|00 ATC Not RC 5 SP R AW|46256522265|remarketing|adwords|4278aa588c8673bb.anonymous.google|00 ATC Not RC SP R AW|PXY||00|	27.85	1	1	27.85	27.85	27.85	
1463387182	157979628	N	2014/8/25	New bridal gown Actual Images Hot sale Fashion strapless Ball Gown Wedding dresses Bridal Gow 2013	0	0	1	Y	ff8080811e3af55b011e3dd40ef224f5	linlin5518	N	N	ff80808147e819da0147f519c35c2b67	GweddingG	Y	seo|||brand|bing|dhgate.com	End Consumer	Others	DE	002	002001	002001002	002001002	Ball Gown Wedding Dresses	seo|||brand|bing|dhgate.com	153.41	1	1	153.41	153.41	153.41	
1463387202	179963439	N	2014/8/22	Gorgeous sexy yellow chiffon mermaid prom dresses sweep train lace one shoulder backless long sleeve formal evening red carpet gowns AS635	0	0	1	Y	ff80808120d7f1770120e6e3d7037ea4	beautydesign	N	N	ff8080814130e3a80141580ac11625cd	Lisa100414	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact||www	End Consumer	Others	US	002	002009	002009002	002009002	Prom Dresses		99.44	1	1	99.44	99.44	99.44	
1463387212	186397576	N	2014/8/22	custom made suits//free shipping/ Light Grey Groom Tuxedos Suits /custom wedding groom wear dress vest/mens suits wedding groom	0	0	1	Y	ff8080813fe66e82014006c0afe9275c	handsome_dresses	N	N	ff80808147e886960147fa1e65fd0e3a	dgjones	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	UK	002	002007	002007001	002007001	Groom Tuxedos	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	98.87	1	1	98.87	98.87	98.87	
1463387377	152846216	N	2014/8/22	Custom made Sheath One-shoulder Beads Split-front Stretch silk Floor length Prom//Evening Dresses	0	0	1	Y	ff808081365d120b0136802244df3bb5	weddingmall	N	N	ff80808147e886830147fa2305ad0e15	Florsita	Y	bm|002009001 Evening Dresses||remarketing|Criteo||152846216|DC|||www	End Consumer	Others	US	002	002009	002009001	002009001	Evening Dresses	bm|002009001 Evening Dresses||remarketing|Criteo||152846216|DC|||www	105.32	1	1	105.32	105.32	105.32	
1463387403	146041178	N	2014/8/22	Hot sale 50% off 3 HOOP Ball Gown BONE FULL CRINOLINE PETTICOAT WEDDING SKIRT SLIP NEW H-3	0	0	1	Y	ff8080813ab6a131013ad66a6dc2279b	dress_home	N	N	ff80808147e886960147fa2432b90ec7	nikobridal	Y	bm|146041178|002008-BridalAccessories|GMC|Adwords|pla|dress_home|US|002008004-Petticoats|c|OSLNBH|6LRF||www	Purchase for company	Others	US	002	002008	002008004	002008004	Petticoats	bm|146041178|002008-BridalAccessories|GMC|Adwords|pla|dress_home|US|002008004-Petticoats|c|OSLNBH|6LRF||www	93.6	10	10	93.6	93.6	93.6	
1463387420	174822082	N	2014/8/22	Hot Selling In Stock Bride Veil Comb Blusher Birdcage Tulle Ivory Champagne Flowers Feather Bridal Wedding Hots Hat Dress	0	0	1	Y	ff808081420e55e101421199bf610305	welovelife	N	N	ff80808147a068500147d12ca3ec1f22	Win20	N	seo|||organic|google|lenght knee with jacket mother of the bride wedding dress|www	End Consumer	Others	MZ	002	002008	002008007	002008007	Bridal Hats	seo|||organic|google|lenght knee with jacket mother of the bride wedding dress|www	12.28	1	1	12.28	12.28	12.28	
1463387433	185592312	Y	2014/8/22	Galia Lahav Luna Lace Pearl Bolero A Line Prefect Curve Sexy Backless Sweetheart Neckline Wedding Dresses GL35	0	0	1	Y	ff8080812fe91299012ffc3fdfe23b01	cinderelladress	N	N	ff80808147e819c10147fa24f5b924ce	lyndseyg	Y	seo|||organic|google||www	End Consumer	Others	US	002	002001	002001001	002001001	A-Line Wedding Dresses	seo|||organic|google||www	297.44	1	1	297.44	297.44	297.44	
